voter_id,age,ip_address,device_id,login_attempts,vote_duration_sec,location_match,previous_votes,is_fraud
V1134,76,192.168.7.9,DV1764,3,74,1,0,0
V0515,62,192.168.2.215,DV1915,5,98,0,2,1
V0505,22,192.168.2.71,DV1412,3,82,1,0,0
V1538,27,192.168.7.16,DV1217,1,88,0,3,1
V0640,36,192.168.9.211,DV1785,3,82,1,1,1
V1804,52,192.168.0.105,DV1212,1,103,1,1,1
V1241,86,192.168.4.171,DV1938,2,92,0,3,1
V0505,22,192.168.2.71,DV1412,3,82,1,0,0
V1319,44,192.168.3.180,DV1753,1,113,0,3,1
V0708,41,192.168.2.75,DV1113,8,82,1,2,1
V1819,30,192.168.6.149,DV1668,7,56,1,1,1
V1877,41,192.168.5.120,DV1233,8,49,1,1,1
V2340,65,192.168.1.10,DV1262,1,120,1,0,0
V1100,82,192.168.3.151,DV1930,6,120,1,1,1
V0639,45,192.168.7.156,DV1482,8,24,0,3,1
V0809,70,192.168.0.86,DV1358,4,4,0,2,1
V1831,36,192.168.4.195,DV1845,2,95,0,2,1
V2050,66,192.168.5.94,DV1822,7,55,1,1,1
V1644,51,192.168.2.114,DV1473,1,59,0,3,1
V1835,90,192.168.4.153,DV1036,3,21,1,0,0
V1829,74,192.168.7.212,DV1743,1,40,1,0,0
V1129,64,192.168.7.26,DV1150,7,109,1,0,1
V1598,90,192.168.5.118,DV1732,3,38,1,3,1
V0403,55,192.168.4.147,DV1273,2,20,1,0,0
V1199,64,192.168.0.250,DV1030,4,28,1,1,1
V0265,49,192.168.10.104,DV1304,8,12,0,1,1
V1103,40,192.168.3.41,DV1620,8,15,1,3,1
V1347,27,192.168.4.32,DV1544,2,90,1,0,0
V1181,60,192.168.8.204,DV1242,2,102,1,0,0
V1405,25,192.168.10.209,DV1010,6,31,1,1,1
V1962,65,192.168.5.231,DV1947,4,43,1,0,1
V0857,84,192.168.1.134,DV1911,2,34,1,0,0
V1474,28,192.168.4.224,DV1729,8,114,1,1,1
V1112,64,192.168.5.210,DV1141,2,111,0,3,1
V0986,31,192.168.2.214,DV1363,7,57,0,1,1
V1529,56,192.168.7.127,DV1869,2,110,1,0,0
V1269,84,192.168.5.47,DV1452,1,11,1,0,0
V1115,85,192.168.6.202,DV1233,3,105,1,3,1
V1936,55,192.168.3.134,DV1105,2,96,1,1,1
V1735,47,192.168.3.24,DV1951,3,21,0,3,1
V1656,45,192.168.6.213,DV1596,1,87,0,3,1
V0209,70,192.168.5.174,DV1612,1,104,1,0,0
V2057,29,192.168.1.1,DV1443,4,29,0,0,1
V2390,35,192.168.7.157,DV1851,1,89,1,0,0
V0067,46,192.168.3.38,DV1025,1,34,1,0,0
V1468,31,192.168.6.197,DV1443,4,54,1,0,1
V0321,71,192.168.9.197,DV1958,1,33,0,0,1
V0478,57,192.168.4.33,DV1181,1,92,1,0,0
V0686,60,192.168.4.93,DV1368,5,47,0,3,1
V1748,37,192.168.2.223,DV1871,3,13,1,0,0
V0261,43,192.168.10.245,DV1564,5,19,1,0,1
V1166,33,192.168.5.249,DV1832,7,108,1,3,1
V1032,70,192.168.4.221,DV1603,1,65,1,0,0
V0844,75,192.168.8.75,DV1399,8,28,0,2,1
V0907,89,192.168.3.50,DV1120,2,82,1,1,1
V1734,53,192.168.9.172,DV1931,8,29,0,0,1
V2626,79,192.168.1.198,DV1528,3,92,1,0,0
V1495,68,192.168.0.206,DV1954,7,19,1,1,1
V0317,66,192.168.6.21,DV1699,3,86,1,0,0
V1231,26,192.168.6.73,DV1210,4,40,0,3,1
V1565,51,192.168.10.90,DV1909,6,53,1,2,1
V0285,58,192.168.6.39,DV1422,4,55,1,0,1
V1179,26,192.168.10.161,DV1099,1,64,1,0,0
V1486,66,192.168.4.217,DV1675,7,84,1,0,1
V0110,75,192.168.7.77,DV1880,7,42,0,0,1
V0591,53,192.168.8.68,DV1133,3,77,1,0,0
V2331,49,192.168.10.239,DV1569,3,83,1,0,0
V1594,76,192.168.1.145,DV1398,1,77,1,0,0
V2939,0,127.0.0.1,DV7992,1,0,1,0,0
V2075,42,192.168.7.156,DV1741,8,58,1,1,1
V1004,73,192.168.2.80,DV1732,7,65,0,3,1
V1310,26,192.168.10.88,DV1386,7,86,1,1,1
V0300,35,192.168.8.120,DV1279,4,106,0,2,1
V0352,53,192.168.8.145,DV1673,1,25,1,0,0
V1203,76,192.168.3.95,DV1828,6,87,0,3,1
V1411,57,192.168.2.227,DV1181,7,90,0,0,1
V1150,59,192.168.2.7,DV1730,1,41,1,0,0
V1121,44,192.168.8.160,DV1807,8,92,1,3,1
V2899,68,192.168.6.57,DV1086,2,31,1,0,0
V0444,65,192.168.9.249,DV1505,4,96,0,1,1
V0720,49,192.168.0.249,DV1043,8,91,0,2,1
V0548,70,192.168.4.42,DV1040,8,119,0,3,1
V0629,23,192.168.0.252,DV1664,6,16,1,2,1
V1594,76,192.168.1.145,DV1398,1,77,1,0,0
V0150,81,192.168.4.199,DV1818,4,80,1,1,1
V0218,54,192.168.7.60,DV1546,4,42,1,1,1
V0157,76,192.168.5.173,DV1766,5,77,1,2,1
V0801,38,192.168.10.73,DV1625,3,61,1,0,0
V1323,24,192.168.4.118,DV1670,3,76,0,3,1
V0753,78,192.168.9.191,DV1050,7,36,0,3,1
V0833,47,192.168.3.37,DV1881,5,119,1,3,1
V1039,28,192.168.7.121,DV1754,7,110,1,3,1
V1660,32,192.168.3.114,DV1750,7,49,0,2,1
V0469,48,192.168.4.137,DV1835,1,100,0,3,1
V1622,20,192.168.8.124,DV1053,7,101,1,1,1
V1453,82,192.168.2.7,DV1601,7,64,0,2,1
V0471,63,192.168.9.145,DV1145,4,110,1,2,1
V0123,50,192.168.5.30,DV1993,7,113,0,3,1
V2446,67,192.168.0.252,DV1164,2,101,1,0,0
V0257,27,192.168.2.249,DV1324,2,60,1,2,1
V0425,85,192.168.0.253,DV1369,6,19,1,3,1
V2100,61,192.168.1.127,DV1410,1,70,1,3,1
V0888,25,192.168.10.246,DV1662,2,49,1,0,0
V0528,34,192.168.4.186,DV1827,3,90,1,0,0
V0278,43,192.168.9.131,DV1411,1,8,0,1,1
V1220,35,192.168.8.234,DV1267,1,101,1,2,1
V0621,86,192.168.3.68,DV1751,2,96,0,0,1
V0167,47,192.168.5.199,DV1151,1,38,0,1,1
V1811,75,192.168.10.120,DV1030,3,82,0,2,1
V0109,28,192.168.3.31,DV1571,7,80,0,3,1
V1087,61,192.168.2.55,DV1189,2,98,1,0,0
V0436,76,192.168.8.93,DV1056,8,112,0,2,1
V1181,60,192.168.8.204,DV1242,2,102,1,0,0
V1336,33,192.168.0.33,DV1588,4,86,0,0,1
V1820,21,192.168.9.58,DV1141,2,79,1,0,0
V0438,19,192.168.3.12,DV1483,6,52,0,1,1
V0155,61,192.168.1.120,DV1986,2,21,0,3,1
V0888,25,192.168.10.246,DV1662,2,49,1,0,0
V0971,52,192.168.10.179,DV1704,6,15,1,1,1
V1410,90,192.168.7.242,DV1746,3,85,1,0,0
V0752,73,192.168.4.202,DV1403,3,19,1,0,0
V1364,49,192.168.8.218,DV1784,2,40,1,3,1
V1861,37,192.168.5.41,DV1196,7,103,0,1,1
V1900,90,192.168.0.33,DV1531,3,20,1,0,0
V0767,80,192.168.9.137,DV1090,3,28,1,0,0
V0812,60,192.168.5.237,DV1688,8,120,1,0,1
V0145,36,192.168.3.119,DV1653,5,61,1,0,1
V0650,37,192.168.6.167,DV1599,5,36,1,2,1
V0913,48,192.168.7.152,DV1593,6,56,0,2,1
V1737,78,192.168.5.78,DV1512,2,33,1,3,1
V0801,38,192.168.10.73,DV1625,3,61,1,0,0
V2626,79,192.168.1.198,DV1528,3,92,1,0,0
V0245,25,192.168.1.172,DV1652,7,49,0,0,1
V1955,61,192.168.8.91,DV1406,3,120,1,0,0
V0793,66,192.168.8.98,DV1044,3,119,1,1,1
V1610,82,192.168.5.92,DV1633,3,105,0,3,1
V0074,54,192.168.3.70,DV1343,6,117,0,1,1
V1568,81,192.168.10.38,DV1477,3,69,1,1,1
V1555,36,192.168.0.171,DV1485,7,45,0,1,1
V1292,43,192.168.0.192,DV1187,4,36,1,3,1
V1955,61,192.168.8.91,DV1406,3,120,1,0,0
V0758,57,192.168.2.253,DV1358,8,82,0,3,1
V0415,27,192.168.2.152,DV1231,8,4,0,2,1
V0505,22,192.168.2.71,DV1412,3,82,1,0,0
V1600,34,192.168.5.151,DV1978,6,77,1,0,1
V1302,64,192.168.0.249,DV1826,6,89,1,1,1
V0825,59,192.168.3.50,DV1293,5,71,1,3,1
V0774,35,192.168.9.139,DV1700,4,113,0,2,1
V1239,49,192.168.2.231,DV1632,7,61,1,1,1
V0042,19,192.168.7.160,DV1576,2,12,0,2,1
V0703,54,192.168.7.137,DV1008,8,99,1,2,1
V2617,35,192.168.4.102,DV1491,3,99,1,0,0
V0529,46,192.168.5.58,DV1762,5,56,1,2,1
V0959,29,192.168.2.54,DV1310,8,114,1,0,1
V1715,30,192.168.8.44,DV1212,8,78,0,0,1
V0050,88,192.168.2.111,DV1130,1,42,1,0,0
V0909,37,192.168.10.217,DV1991,8,66,0,1,1
V0184,41,192.168.4.180,DV1780,5,120,1,2,1
V1601,23,192.168.0.219,DV1750,3,32,0,0,1
V1147,20,192.168.5.112,DV1184,7,6,1,3,1
V0196,32,192.168.6.6,DV1989,6,24,1,2,1
V2446,67,192.168.0.252,DV1164,2,101,1,0,0
V0747,27,192.168.5.203,DV1494,3,65,0,2,1
V1594,76,192.168.1.145,DV1398,1,77,1,0,0
V2618,72,192.168.0.160,DV1853,2,14,1,0,0
V0124,70,192.168.0.49,DV1530,6,82,1,3,1
V2501,85,192.168.7.144,DV1061,3,99,1,0,0
V0654,45,192.168.8.103,DV1804,6,105,0,1,1
V0267,58,192.168.5.250,DV1408,3,100,1,0,0
V0198,68,192.168.4.191,DV1347,4,45,0,0,1
V1535,33,192.168.8.136,DV1246,8,87,1,2,1
V1343,88,192.168.4.67,DV1390,3,54,1,0,0
V1083,23,192.168.8.28,DV1522,7,55,0,3,1
V0591,53,192.168.8.68,DV1133,3,77,1,0,0
V0231,55,192.168.6.1,DV1629,6,33,1,1,1
V1834,51,192.168.5.76,DV1705,8,45,1,2,1
V1954,27,192.168.3.24,DV1092,7,112,1,1,1
V1800,41,192.168.4.185,DV1668,2,110,1,0,0
V1849,42,192.168.1.232,DV1924,3,69,1,0,0
V0486,51,192.168.1.19,DV1350,3,116,1,1,1
V0679,52,192.168.7.246,DV1627,6,49,0,3,1
V1584,90,192.168.7.177,DV1339,1,18,0,1,1
V0988,81,192.168.5.181,DV1295,1,13,1,3,1
V0452,47,192.168.1.242,DV1207,3,102,0,1,1
V2340,65,192.168.1.10,DV1262,1,120,1,0,0
V0176,75,192.168.3.106,DV1347,8,54,1,0,1
V2840,78,192.168.6.24,DV1929,1,73,1,0,0
V1625,19,192.168.3.106,DV1765,1,105,0,1,1
V2000,52,192.168.6.177,DV1010,7,108,1,3,1
V1714,65,192.168.7.145,DV1111,5,45,0,0,1
V0364,66,192.168.2.36,DV1275,5,37,1,1,1
V1133,36,192.168.8.33,DV1496,8,19,0,1,1
V2802,83,192.168.8.163,DV1907,1,71,1,0,0
V1359,72,192.168.10.131,DV1954,3,64,1,0,0
V1752,42,192.168.8.38,DV1746,5,13,0,3,1
V1108,83,192.168.9.172,DV1106,1,59,1,0,0
V1179,26,192.168.10.161,DV1099,1,64,1,0,0
V0431,25,192.168.3.23,DV1946,7,17,1,0,1
V1829,74,192.168.7.212,DV1743,1,40,1,0,0
V0487,27,192.168.8.242,DV1919,2,46,1,0,0
V0050,88,192.168.2.111,DV1130,1,42,1,0,0
V0337,65,192.168.5.106,DV1046,4,97,0,0,1
V1566,57,192.168.3.11,DV1593,6,109,0,3,1
V0502,84,192.168.7.235,DV1894,1,103,1,0,0
V0135,66,192.168.6.254,DV1679,3,66,0,1,1
V0554,60,192.168.5.229,DV1448,5,115,0,2,1
V0544,74,192.168.6.32,DV1560,5,63,0,1,1
V0847,25,192.168.5.231,DV1562,1,3,1,0,1
V0154,85,192.168.8.234,DV1279,3,35,1,2,1
V1866,70,192.168.5.166,DV1824,3,61,1,0,0
V0358,41,192.168.10.150,DV1676,7,13,1,1,1
V1478,27,192.168.10.149,DV1631,3,44,1,0,0
V1958,46,192.168.3.225,DV1231,8,85,0,1,1
V1190,73,192.168.8.246,DV1667,6,42,0,1,1
V0183,72,192.168.8.250,DV1785,1,80,1,0,0
V0061,60,192.168.9.81,DV1679,2,95,1,2,1
V1550,26,192.168.8.26,DV1282,4,115,1,3,1
V0571,55,192.168.8.134,DV1382,2,8,0,3,1
V1693,49,192.168.10.109,DV1118,3,62,1,0,0
V1222,47,192.168.3.186,DV1767,4,63,0,3,1
V2175,78,192.168.8.125,DV1395,3,63,1,0,0
V1487,29,192.168.1.23,DV1665,1,81,1,0,0
V0857,84,192.168.1.134,DV1911,2,34,1,0,0
V0975,32,192.168.2.237,DV1017,8,47,1,2,1
V1284,51,192.168.9.117,DV1966,3,35,0,1,1
V2944,35,192.168.0.168,DV1377,3,22,1,0,0
V2023,69,192.168.6.227,DV1427,8,96,1,3,1
V2939,0,127.0.0.1,DV7992,1,0,1,0,0
V1781,65,192.168.5.88,DV1513,1,81,1,0,0
V1213,28,192.168.4.114,DV1531,6,32,0,3,1
V2074,20,192.168.7.101,DV1162,5,109,1,1,1
V1179,26,192.168.10.161,DV1099,1,64,1,0,0
V2899,68,192.168.6.57,DV1086,2,31,1,0,0
V0705,42,192.168.6.226,DV1574,7,53,0,1,1
V0501,58,192.168.1.23,DV1397,7,73,1,2,1
V2949,27,192.168.5.170,DV1265,1,85,1,0,0
V1672,76,192.168.6.83,DV1449,3,68,1,0,0
V2780,47,192.168.2.170,DV1968,3,10,1,0,0
V2351,39,192.168.5.9,DV1545,3,90,1,0,0
V1525,67,192.168.3.148,DV1021,5,5,0,3,1
V2446,67,192.168.0.252,DV1164,2,101,1,0,0
V0526,42,192.168.5.186,DV1730,4,90,1,2,1
V0699,87,192.168.4.141,DV1455,3,92,0,3,1
V1748,37,192.168.2.223,DV1871,3,13,1,0,0
V0006,30,192.168.5.217,DV1352,5,106,0,3,1
V0468,78,192.168.8.92,DV1785,4,23,0,1,1
V0433,19,192.168.2.128,DV1975,6,69,1,1,1
V1922,83,192.168.3.37,DV1860,4,102,0,1,1
V0767,80,192.168.9.137,DV1090,3,28,1,0,0
V1932,53,192.168.5.3,DV1652,2,69,1,0,0
V2817,33,192.168.4.47,DV1394,2,107,1,0,0
V2928,34,192.168.1.23,DV1048,2,70,1,0,0
V0906,29,192.168.10.212,DV1801,5,47,1,0,1
V0502,84,192.168.7.235,DV1894,1,103,1,0,0
V0326,89,192.168.7.13,DV1995,6,85,1,2,1
V2390,35,192.168.7.157,DV1851,1,89,1,0,0
V1169,46,192.168.3.251,DV1505,6,7,1,3,1
V1050,46,192.168.3.49,DV1968,5,39,1,3,1
V1327,83,192.168.10.87,DV1607,7,22,1,1,1
V0076,71,192.168.6.85,DV1555,8,56,0,1,1
V1867,43,192.168.3.170,DV1733,5,40,1,0,1
V1778,66,192.168.7.181,DV1248,2,52,0,2,1
V2331,49,192.168.10.239,DV1569,3,83,1,0,0
V0507,65,192.168.0.87,DV1837,5,42,1,3,1
V0688,63,192.168.5.173,DV1522,8,102,1,0,1
V1916,69,192.168.7.55,DV1464,5,72,1,0,1
V1044,75,192.168.7.224,DV1752,3,36,0,2,1
V1637,86,192.168.0.170,DV1312,1,72,1,0,0
V2736,47,192.168.1.244,DV1085,2,62,1,0,0
V0369,79,192.168.5.46,DV1987,7,43,1,3,1
V0009,47,192.168.1.98,DV1284,8,84,1,1,1
V1700,87,192.168.0.244,DV1739,1,105,1,0,0
V1717,81,192.168.4.106,DV1318,6,109,0,0,1
V2305,30,192.168.6.193,DV1953,1,42,1,0,0
V0767,80,192.168.9.137,DV1090,3,28,1,0,0
V0511,57,192.168.8.104,DV1138,1,25,0,1,1
V1582,68,192.168.2.104,DV1686,1,62,1,0,0
V0712,81,192.168.5.119,DV1713,1,45,0,1,1
V2350,37,192.168.1.214,DV1922,3,63,1,0,0
V0638,41,192.168.8.246,DV1415,1,115,1,0,0
V1522,31,192.168.8.72,DV1733,2,76,1,3,1
V1456,34,192.168.5.75,DV1368,7,8,1,1,1
V0279,60,192.168.7.133,DV1467,3,80,0,2,1
V1911,31,192.168.3.58,DV1256,3,96,1,2,1
V0269,30,192.168.0.75,DV1968,7,113,1,1,1
V0820,29,192.168.7.130,DV1025,8,118,0,1,1
V2071,58,192.168.6.254,DV1891,3,54,1,0,0
V0890,42,192.168.4.179,DV1399,2,83,1,3,1
V0057,83,192.168.6.174,DV1863,6,6,0,2,1
V0919,71,192.168.2.195,DV1351,4,116,1,1,1
V1385,32,192.168.4.94,DV1287,6,94,1,1,1
V1191,78,192.168.4.155,DV1351,5,50,0,1,1
V0775,85,192.168.2.111,DV1930,3,86,0,2,1
V0964,40,192.168.7.233,DV1704,4,6,0,2,1
V0613,50,192.168.3.30,DV1185,1,111,1,0,0
V1498,59,192.168.3.24,DV1095,1,58,0,1,1
V1771,71,192.168.6.199,DV1275,7,78,0,1,1
V2939,0,127.0.0.1,DV7992,1,0,1,0,0
V1641,48,192.168.2.233,DV1015,5,105,1,0,1
V0936,65,192.168.10.243,DV1709,2,27,1,0,0
V0394,19,192.168.7.35,DV1199,7,74,1,3,1
V1018,73,192.168.10.139,DV1320,4,56,1,2,1
V1076,56,192.168.7.206,DV1442,5,118,0,2,1
V1347,27,192.168.4.32,DV1544,2,90,1,0,0
V0350,28,192.168.7.217,DV1444,6,75,0,0,1
V0102,47,192.168.1.185,DV1197,6,18,0,1,1
V2340,65,192.168.1.10,DV1262,1,120,1,0,0
V0577,31,192.168.6.169,DV1614,6,67,1,3,1
V0816,21,192.168.5.252,DV1384,3,76,1,1,1
V0763,20,192.168.6.150,DV1927,1,35,0,0,1
V2091,51,192.168.3.37,DV1303,1,6,1,0,1
V0773,72,192.168.4.233,DV1619,6,60,0,1,1
V2617,35,192.168.4.102,DV1491,3,99,1,0,0
V1410,90,192.168.7.242,DV1746,3,85,1,0,0
V0248,75,192.168.5.96,DV1454,2,76,0,2,1
V0733,24,192.168.5.57,DV1620,2,4,0,3,1
V0449,28,192.168.9.25,DV1517,3,84,1,0,0
V1672,76,192.168.6.83,DV1449,3,68,1,0,0
V1973,81,192.168.1.85,DV1091,2,54,1,3,1
V0973,61,192.168.2.27,DV1223,3,67,0,1,1
V2618,72,192.168.0.160,DV1853,2,14,1,0,0
V1933,78,192.168.3.170,DV1448,5,108,0,3,1
V1591,39,192.168.8.190,DV1716,4,63,1,2,1
V0878,41,192.168.4.76,DV1478,2,84,1,2,1
V1243,70,192.168.7.43,DV1258,4,67,0,3,1
V1081,77,192.168.6.21,DV1928,8,41,0,1,1
V1370,78,192.168.6.96,DV1306,6,57,0,2,1
V1545,88,192.168.1.91,DV1441,4,22,1,3,1
V1932,53,192.168.5.3,DV1652,2,69,1,0,0
V1849,42,192.168.1.232,DV1924,3,69,1,0,0
V1193,43,192.168.10.233,DV1206,2,46,0,3,1
V0867,67,192.168.3.170,DV1450,3,29,1,0,0
V1113,71,192.168.0.63,DV1854,8,46,1,1,1
V0867,67,192.168.3.170,DV1450,3,29,1,0,0
V2817,33,192.168.4.47,DV1394,2,107,1,0,0
V0480,36,192.168.5.191,DV1079,4,47,1,1,1
V0093,40,192.168.8.248,DV1666,5,81,1,3,1
V0467,52,192.168.2.7,DV1326,4,6,1,0,1
V1359,72,192.168.10.131,DV1954,3,64,1,0,0
V0528,34,192.168.4.186,DV1827,3,90,1,0,0
V1928,89,192.168.10.80,DV1213,2,10,1,1,1
V0840,87,192.168.3.45,DV1678,2,97,1,0,0
V0067,46,192.168.3.38,DV1025,1,34,1,0,0
V0707,54,192.168.10.191,DV1544,5,55,0,0,1
V2331,49,192.168.10.239,DV1569,3,83,1,0,0
V0163,22,192.168.5.56,DV1454,8,33,1,0,1
V2454,51,192.168.9.13,DV1743,3,113,1,0,0
V2840,78,192.168.6.24,DV1929,1,73,1,0,0
V0017,66,192.168.9.120,DV1541,5,73,0,0,1
V0260,59,192.168.3.89,DV1970,5,111,0,2,1
V2038,49,192.168.1.170,DV1968,3,119,1,0,0
V0551,47,192.168.7.254,DV2000,5,36,1,0,1
V1074,40,192.168.3.248,DV1789,7,14,0,1,1
V0597,32,192.168.10.89,DV1456,4,118,0,0,1
V0068,76,192.168.6.227,DV1644,4,94,1,3,1
V0287,58,192.168.2.118,DV1934,6,72,1,2,1
V1298,48,192.168.5.171,DV1408,7,81,0,2,1
V0044,74,192.168.8.181,DV1309,1,88,1,0,0
V2019,62,192.168.10.117,DV1490,3,61,1,1,1
V0606,33,192.168.8.2,DV1656,2,99,0,0,1
V1032,70,192.168.4.221,DV1603,1,65,1,0,0
V1419,23,192.168.1.140,DV1303,2,68,1,1,1
V0268,58,192.168.3.120,DV1125,5,60,0,1,1
V0885,37,192.168.5.232,DV1400,1,68,1,3,1
V1315,68,192.168.0.138,DV1872,8,43,0,2,1
V0716,78,192.168.6.175,DV1984,5,44,0,0,1
V0281,90,192.168.4.122,DV1835,1,50,1,0,0
V0779,52,192.168.9.146,DV1627,4,79,0,1,1
V0505,22,192.168.2.71,DV1412,3,82,1,0,0
V1012,20,192.168.7.151,DV1022,6,51,1,2,1
V1359,72,192.168.10.131,DV1954,3,64,1,0,0
V0333,56,192.168.0.55,DV1959,4,97,0,3,1
V1338,64,192.168.8.44,DV1433,1,34,1,0,0
V1210,81,192.168.7.69,DV1595,7,84,0,1,1
V0296,43,192.168.4.83,DV1292,1,119,0,1,1
V1500,34,192.168.7.163,DV1646,6,26,0,1,1
V1163,60,192.168.0.234,DV1708,3,85,0,3,1
V1173,20,192.168.10.137,DV1629,5,90,1,0,1
V1982,40,192.168.8.39,DV1833,8,6,0,0,1
V1690,85,192.168.10.245,DV1184,5,110,0,2,1
V1863,47,192.168.4.121,DV1956,5,50,0,2,1
V1581,49,192.168.9.132,DV1382,3,82,1,0,0
V1597,85,192.168.6.132,DV1064,3,86,0,2,1
V0528,34,192.168.4.186,DV1827,3,90,1,0,0
V0266,74,192.168.6.124,DV1475,4,46,0,2,1
V1696,89,192.168.5.67,DV1691,6,55,1,3,1
V1693,49,192.168.10.109,DV1118,3,62,1,0,0
V0957,62,192.168.4.251,DV1456,2,30,1,3,1
V0768,23,192.168.3.237,DV1542,5,45,1,3,1
V1333,59,192.168.1.183,DV1930,3,54,0,3,1
V1966,73,192.168.1.245,DV1175,1,74,1,0,0
V2802,83,192.168.8.163,DV1907,1,71,1,0,0
V2094,76,192.168.4.42,DV1600,3,44,0,0,1
V1749,25,192.168.7.164,DV1727,1,43,0,2,1
V1487,29,192.168.1.23,DV1665,1,81,1,0,0
V1987,79,192.168.10.182,DV1772,2,111,0,2,1
V2617,35,192.168.4.102,DV1491,3,99,1,0,0
V0861,25,192.168.10.122,DV1592,3,76,0,2,1
V0991,65,192.168.2.4,DV1690,8,89,0,3,1
V1693,49,192.168.10.109,DV1118,3,62,1,0,0
V1700,87,192.168.0.244,DV1739,1,105,1,0,0
V0459,46,192.168.2.51,DV1843,7,50,0,2,1
V1577,56,192.168.4.22,DV1304,8,72,0,3,1
V1852,78,192.168.3.26,DV1555,4,79,1,2,1
V1082,56,192.168.3.134,DV1437,5,75,0,0,1
V0638,41,192.168.8.246,DV1415,1,115,1,0,0
V1728,40,192.168.2.121,DV1068,1,42,0,1,1
V2164,68,192.168.0.96,DV1061,1,17,1,0,0
V0014,76,192.168.2.68,DV1142,4,98,1,3,1
V0371,87,192.168.2.175,DV1786,1,96,1,1,1
V1637,86,192.168.0.170,DV1312,1,72,1,0,0
V0143,73,192.168.2.63,DV1543,7,75,0,1,1
V1459,30,192.168.7.81,DV1173,5,23,0,2,1
V2040,20,192.168.9.177,DV1837,6,59,0,3,1
V0050,88,192.168.2.111,DV1130,1,42,1,0,0
V1032,70,192.168.4.221,DV1603,1,65,1,0,0
V0539,26,192.168.0.77,DV1971,5,61,1,3,1
V1594,76,192.168.1.145,DV1398,1,77,1,0,0
V1932,53,192.168.5.3,DV1652,2,69,1,0,0
V0736,27,192.168.3.246,DV1531,2,15,0,3,1
V0374,66,192.168.1.115,DV1612,8,77,1,3,1
V0938,53,192.168.1.179,DV1151,8,22,0,0,1
V0888,25,192.168.10.246,DV1662,2,49,1,0,0
V0044,74,192.168.8.181,DV1309,1,88,1,0,0
V1118,39,192.168.6.16,DV1402,1,87,0,0,1
V0204,25,192.168.5.213,DV1293,2,85,0,3,1
V2446,67,192.168.0.252,DV1164,2,101,1,0,0
V1470,53,192.168.7.10,DV1558,3,63,0,1,1
V1151,58,192.168.2.106,DV1914,6,36,1,0,1
V0904,71,192.168.7.178,DV1129,4,21,1,3,1
V0442,26,192.168.7.222,DV1289,5,44,0,3,1
V1452,68,192.168.5.250,DV1132,2,45,1,0,0
V1629,81,192.168.5.230,DV1937,4,59,1,2,1
V0505,22,192.168.2.71,DV1412,3,82,1,0,0
V0447,71,192.168.7.247,DV1061,3,94,1,0,0
V0219,65,192.168.10.243,DV1584,8,62,1,3,1
V1482,45,192.168.5.54,DV1975,4,89,0,2,1
V0239,60,192.168.4.32,DV1818,6,58,1,3,1
V1543,77,192.168.1.191,DV1112,4,5,1,1,1
V1925,39,192.168.10.163,DV1879,4,110,0,3,1
V1360,69,192.168.0.158,DV1194,1,94,1,2,1
V1991,89,192.168.7.157,DV1398,5,66,1,0,1
V2046,24,192.168.10.62,DV1717,5,36,1,3,1
V1350,33,192.168.2.135,DV1745,5,78,1,0,1
V1913,72,192.168.5.170,DV1148,1,98,1,0,0
V1781,65,192.168.5.88,DV1513,1,81,1,0,0
V1276,86,192.168.2.142,DV1744,3,35,1,3,1
V0684,56,192.168.4.144,DV1879,1,53,0,1,1
V0771,89,192.168.4.58,DV1155,6,117,1,1,1
V0282,71,192.168.9.79,DV1815,1,79,1,2,1
V1673,47,192.168.4.127,DV1349,1,75,1,2,1
V1508,61,192.168.5.124,DV1628,1,23,1,0,0
V2473,50,192.168.8.249,DV1298,3,41,1,0,0
V1743,74,192.168.5.135,DV1199,1,78,1,2,1
V1019,83,192.168.7.172,DV1781,3,115,0,1,1
V1846,88,192.168.8.217,DV1759,2,105,0,3,1
V1418,49,192.168.0.140,DV1708,5,83,0,0,1
V1700,87,192.168.0.244,DV1739,1,105,1,0,0
V0330,44,192.168.5.166,DV1080,8,111,1,0,1
V1875,87,192.168.10.67,DV1570,5,91,0,1,1
V1955,61,192.168.8.91,DV1406,3,120,1,0,0
V1156,28,192.168.10.129,DV1208,3,50,0,1,1
V0271,83,192.168.7.128,DV1900,5,66,0,0,1
V0661,43,192.168.8.4,DV1754,2,120,0,2,1
V1135,70,192.168.1.31,DV1378,5,8,0,0,1
V2432,69,192.168.9.196,DV1367,3,58,1,0,0
V0200,36,192.168.3.27,DV1149,5,28,0,1,1
V0722,25,192.168.5.166,DV1157,2,19,1,1,1
V0308,35,192.168.7.40,DV1465,6,56,1,1,1
V1562,36,192.168.6.220,DV1225,3,48,1,0,0
V2817,33,192.168.4.47,DV1394,2,107,1,0,0
V1478,27,192.168.10.149,DV1631,3,44,1,0,0
V0761,61,192.168.1.79,DV1460,8,5,1,1,1
V1825,49,192.168.10.155,DV1454,4,104,0,3,1
V0493,57,192.168.6.121,DV1500,5,14,1,1,1
V0718,64,192.168.0.222,DV1682,4,17,0,3,1
V0331,86,192.168.3.14,DV1274,7,89,0,0,1
V0803,88,192.168.1.75,DV1482,3,18,1,2,1
V1554,39,192.168.5.175,DV1071,3,26,1,3,1
V0214,20,192.168.5.80,DV1184,4,46,1,1,1
V0212,68,192.168.2.153,DV1725,2,42,1,2,1
